index,node,mc_el,mc_heat,g_max,h_max,d_max,eta,availability,plant_type,heatarea,storage_capacity
p1161,nFR,18.159009009009008,0,1330.0,0.0,0.0,0.333,1,conventional,,
p1162,nFR,18.17150900900901,0,1330.0,0.0,0.0,0.333,1,conventional,,
p1163,nFR,18.18400900900901,0,1330.0,0.0,0.0,0.333,1,conventional,,
p1164,nFR,18.19650900900901,0,1330.0,0.0,0.0,0.333,1,conventional,,
p1165,nFR,18.20900900900901,0,1330.0,0.0,0.0,0.333,1,conventional,,
p1166,nFR,18.221509009009008,0,1330.0,0.0,0.0,0.333,1,conventional,,
p1167,nFR,18.23400900900901,0,1335.0,0.0,0.0,0.333,1,conventional,,
p1168,nFR,18.24650900900901,0,1335.0,0.0,0.0,0.333,1,conventional,,
p1169,nFR,18.25900900900901,0,915.0,0.0,0.0,0.333,1,conventional,,
p1170,nFR,18.27150900900901,0,915.0,0.0,0.0,0.333,1,conventional,,
p1171,nFR,18.284009009009008,0,915.0,0.0,0.0,0.333,1,conventional,,
p1172,nFR,18.29650900900901,0,915.0,0.0,0.0,0.333,1,conventional,,
p1173,nFR,18.30900900900901,0,915.0,0.0,0.0,0.333,1,conventional,,
p1174,nFR,18.32150900900901,0,915.0,0.0,0.0,0.333,1,conventional,,
p1175,nPL,38.81661086,0,120.0,0.0,0.0,0.439,1,conventional,,
p1176,nPL,38.848868924516125,0,120.0,0.0,0.0,0.439,1,conventional,,
p1177,nPL,38.88112698903225,0,120.0,0.0,0.0,0.439,1,conventional,,
p1178,nPL,38.91338505354838,0,120.0,0.0,0.0,0.439,1,conventional,,
p1179,nPL,38.94564311806452,0,120.0,0.0,0.0,0.439,1,conventional,,
p1180,nPL,38.977901182580645,0,370.0,0.0,0.0,0.439,1,conventional,,
p1181,nPL,39.01015924709677,0,370.0,0.0,0.0,0.439,1,conventional,,
p1182,nPL,39.0424173116129,0,380.0,0.0,0.0,0.439,1,conventional,,
p1183,nPL,39.07467537612903,0,380.0,0.0,0.0,0.439,1,conventional,,
p1184,nPL,39.10693344064516,0,380.0,0.0,0.0,0.439,1,conventional,,
p1185,nPL,39.139191505161286,0,394.0,0.0,0.0,0.439,1,conventional,,
p1186,nPL,39.17144956967741,0,390.0,0.0,0.0,0.439,1,conventional,,
p1187,nPL,39.20370763419355,0,390.0,0.0,0.0,0.439,1,conventional,,
p1188,nPL,39.23596569870968,0,390.0,0.0,0.0,0.439,1,conventional,,
p1189,nPL,39.268223763225805,0,390.0,0.0,0.0,0.439,1,conventional,,
p1190,nPL,39.30048182774193,0,390.0,0.0,0.0,0.439,1,conventional,,
p1191,nPL,39.33273989225806,0,390.0,0.0,0.0,0.439,1,conventional,,
p1192,nPL,39.36499795677419,0,858.0,0.0,0.0,0.439,1,conventional,,
p1193,n5559,54.74815824129869,0,222.0,0.0,0.0,0.462,1,conventional,,
p1194,n5559,54.761491574632025,0,232.0,0.0,0.0,0.462,1,conventional,,
p1195,n5559,54.77482490796536,0,222.0,0.0,0.0,0.462,1,conventional,,
p1196,n5559,54.788158241298696,0,222.0,0.0,0.0,0.462,1,conventional,,
p1197,n5559,54.80149157463202,0,232.0,0.0,0.0,0.462,1,conventional,,
p1198,n5559,54.81482490796536,0,232.0,0.0,0.0,0.462,1,conventional,,
p1202,nPL,79.5894572044197,0,485.0,0.0,0.0,0.605,1,conventional,,
p1203,nPL,54.828158241298695,0,225.0,0.0,0.0,0.462,1,conventional,,
p1204,nPL,54.84149157463202,0,225.0,0.0,0.0,0.462,1,conventional,,
p1205,nPL,54.85482490796536,0,225.0,0.0,0.0,0.462,1,conventional,,
p1206,nPL,54.86815824129869,0,225.0,0.0,0.0,0.462,1,conventional,,
p1207,nPL,54.88149157463203,0,220.0,0.0,0.0,0.462,1,conventional,,
p1208,nPL,54.89482490796536,0,225.0,0.0,0.0,0.462,1,conventional,,
p1209,nPL,54.90815824129869,0,100.0,0.0,0.0,0.462,1,conventional,,
p1210,nPL,54.92149157463203,0,112.0,0.0,0.0,0.462,1,conventional,,
p1211,nPL,54.93482490796536,0,228.0,0.0,0.0,0.462,1,conventional,,
p1212,nPL,54.94815824129869,0,228.0,0.0,0.0,0.462,1,conventional,,
p1213,nPL,54.96149157463203,0,225.0,0.0,0.0,0.462,1,conventional,,
p1214,nPL,54.97482490796536,0,228.0,0.0,0.0,0.462,1,conventional,,
p1215,nPL,54.98815824129869,0,228.0,0.0,0.0,0.462,1,conventional,,
p1216,nPL,55.00149157463203,0,228.0,0.0,0.0,0.462,1,conventional,,
p1217,nPL,55.01482490796536,0,228.0,0.0,0.0,0.462,1,conventional,,
p1218,nPL,55.02815824129869,0,228.0,0.0,0.0,0.462,1,conventional,,
p1219,nPL,55.041491574632026,0,560.0,0.0,0.0,0.462,1,conventional,,
p1220,nPL,55.05482490796536,0,560.0,0.0,0.0,0.462,1,conventional,,
p1221,nPL,55.06815824129869,0,1075.0,0.0,0.0,0.462,1,conventional,,
p1222,nPL,55.081491574632025,0,460.0,0.0,0.0,0.462,1,conventional,,
p1223,nPL,55.09482490796536,0,120.0,0.0,0.0,0.462,1,conventional,,
p1224,nPL,55.108158241298696,0,120.0,0.0,0.0,0.462,1,conventional,,
p1225,nPL,55.12149157463202,0,125.0,0.0,0.0,0.462,1,conventional,,
p1226,nPL,55.13482490796536,0,125.0,0.0,0.0,0.462,1,conventional,,
p1227,nPL,55.148158241298695,0,230.0,0.0,0.0,0.462,1,conventional,,
p1228,nPL,55.16149157463202,0,225.0,0.0,0.0,0.462,1,conventional,,
p1229,nPL,55.17482490796536,0,225.0,0.0,0.0,0.462,1,conventional,,
p1230,nPL,55.18815824129869,0,225.0,0.0,0.0,0.462,1,conventional,,
p1231,nPL,55.20149157463203,0,386.0,0.0,0.0,0.462,1,conventional,,
p1232,nPL,55.21482490796536,0,383.0,0.0,0.0,0.462,1,conventional,,
p1233,nPL,55.22815824129869,0,383.0,0.0,0.0,0.462,1,conventional,,
p1234,nPL,55.24149157463203,0,380.0,0.0,0.0,0.462,1,conventional,,
p1235,nPL,55.25482490796536,0,221.0,0.0,0.0,0.462,1,conventional,,
p1236,nPL,55.26815824129869,0,230.0,0.0,0.0,0.462,1,conventional,,
p1237,nPL,55.28149157463203,0,230.0,0.0,0.0,0.462,1,conventional,,
p1238,nPL,39.39725602129032,0,222.0,0.0,0.0,0.439,1,conventional,,
p1239,nPL,39.429514085806446,0,222.0,0.0,0.0,0.439,1,conventional,,
p1240,nPL,39.46177215032258,0,200.0,0.0,0.0,0.439,1,conventional,,
p1241,nPL,39.49403021483871,0,200.0,0.0,0.0,0.439,1,conventional,,
p1242,nPL,39.52628827935484,0,200.0,0.0,0.0,0.439,1,conventional,,
p1243,nPL,39.558546343870965,0,200.0,0.0,0.0,0.439,1,conventional,,
p1244,nPL,39.59080440838709,0,474.0,0.0,0.0,0.439,1,conventional,,
p1245,nPL,55.29482490796536,0,225.0,0.0,0.0,0.462,1,conventional,,
p1246,nPL,55.30815824129869,0,242.0,0.0,0.0,0.462,1,conventional,,
p1247,nPL,55.32149157463203,0,242.0,0.0,0.0,0.462,1,conventional,,
p1248,nPL,55.33482490796536,0,242.0,0.0,0.0,0.462,1,conventional,,
p1249,nPL,55.34815824129869,0,225.0,0.0,0.0,0.462,1,conventional,,
p1250,nPL,55.361491574632026,0,242.0,0.0,0.0,0.462,1,conventional,,
p1251,nPL,55.37482490796536,0,239.0,0.0,0.0,0.462,1,conventional,,
p1256,nPL,55.38815824129869,0,225.0,0.0,0.0,0.462,1,conventional,,
p1257,nPL,55.401491574632026,0,225.0,0.0,0.0,0.462,1,conventional,,
p1258,nPL,55.41482490796536,0,225.0,0.0,0.0,0.462,1,conventional,,
p1259,nPL,55.428158241298696,0,225.0,0.0,0.0,0.462,1,conventional,,
p1260,nPL,55.441491574632025,0,215.0,0.0,0.0,0.462,1,conventional,,
p1261,nPL,55.45482490796536,0,225.0,0.0,0.0,0.462,1,conventional,,
p1262,nPL,55.468158241298696,0,225.0,0.0,0.0,0.462,1,conventional,,
p1263,nPL,55.48149157463202,0,225.0,0.0,0.0,0.462,1,conventional,,
p1264,nPL,55.49482490796536,0,153.0,0.0,0.0,0.462,1,conventional,,
p1265,nPL,55.508158241298695,0,153.0,0.0,0.0,0.462,1,conventional,,
p1266,nPL,55.52149157463202,0,123.0,0.0,0.0,0.462,1,conventional,,
p1267,nPL,55.53482490796536,0,128.0,0.0,0.0,0.462,1,conventional,,
p1272,nPL,55.54815824129869,0,125.0,0.0,0.0,0.462,1,conventional,,
p1273,nPL,55.56149157463203,0,125.0,0.0,0.0,0.462,1,conventional,,
p1274,n4569,39.62306247290322,0,235.0,0.0,0.0,0.439,1,conventional,,
p1275,n4569,39.65532053741935,0,235.0,0.0,0.0,0.439,1,conventional,,
p1276,n4569,39.68757860193548,0,235.0,0.0,0.0,0.439,1,conventional,,
p1277,n4569,39.71983666645161,0,261.0,0.0,0.0,0.439,1,conventional,,
p1278,n4569,39.75209473096774,0,261.0,0.0,0.0,0.439,1,conventional,,
p1279,n4569,39.78435279548387,0,261.0,0.0,0.0,0.439,1,conventional,,
p1292,nCZ,18.33400900900901,0,485.0,0.0,0.0,0.333,1,conventional,,
p1293,nCZ,18.346509009009008,0,485.0,0.0,0.0,0.333,1,conventional,,
p1294,nCZ,18.35900900900901,0,484.0,0.0,0.0,0.333,1,conventional,,
p1295,nCZ,7.713513513513513,0,180.0,0.0,0.0,1.0,1,conventional,,
p1296,nCZ,7.7405405405405405,0,200.0,0.0,0.0,1.0,1,conventional,,
p1297,nCZ,7.767567567567568,0,200.0,0.0,0.0,1.0,1,conventional,,
p1299,n4494,7.794594594594595,0,105.0,0.0,0.0,1.0,1,conventional,,
p1300,n4494,7.821621621621622,0,660.0,0.0,0.0,1.0,1,conventional,,
p1301,n4494,7.848648648648648,0,106.0,0.0,0.0,1.0,1,conventional,,
p1302,n4494,7.875675675675676,0,110.0,0.0,0.0,1.0,1,conventional,,
p1303,n4494,7.902702702702703,0,450.0,0.0,0.0,1.0,1,conventional,,
p1304,n4494,7.92972972972973,0,200.0,0.0,0.0,1.0,1,conventional,,
p1305,n4494,7.956756756756757,0,200.0,0.0,0.0,1.0,1,conventional,,
p1306,n4494,7.983783783783783,0,200.0,0.0,0.0,1.0,1,conventional,,
p1307,n4494,8.010810810810812,0,200.0,0.0,0.0,1.0,1,conventional,,
p1308,n4494,8.037837837837838,0,200.0,0.0,0.0,1.0,1,conventional,,
p1309,n4494,8.064864864864866,0,105.0,0.0,0.0,1.0,1,conventional,,
p1310,nCZ,18.37150900900901,0,1079.0,0.0,0.0,0.333,1,conventional,,
p1311,n4494,8.091891891891892,0,200.0,0.0,0.0,1.0,1,conventional,,
p1312,n4494,8.118918918918919,0,200.0,0.0,0.0,1.0,1,conventional,,
p1969,nCH,17.59090909090909,0,390.0,0.0,0.0,0.33,1,conventional,,
p1970,n3735,17.79090909090909,0,1035.0,0.0,0.0,0.33,1,conventional,,
p1971,n3827,17.99090909090909,0,380.0,0.0,0.0,0.33,1,conventional,,
p1972,n3827,18.19090909090909,0,380.0,0.0,0.0,0.33,1,conventional,,
p1973,n3827,18.39090909090909,0,1245.0,0.0,0.0,0.33,1,conventional,,
p2007,nNO,79.60032676963709,0,450.0,0.0,0.0,0.605,1,conventional,,
p2055,nSE,12.002136752136751,0,106.0,0.0,0.0,0.6,1,other_res,,
p2056,nSE,155.9147279492011,0,243.0,0.0,0.0,0.605,1,conventional,,
p2057,nSE,8.145945945945947,0,192.0,0.0,0.0,1.0,1,conventional,,
p2059,nSE,18.38400900900901,0,984.0,0.0,0.0,0.333,1,conventional,,
p2060,nSE,18.39650900900901,0,1120.0,0.0,0.0,0.333,1,conventional,,
p2061,nSE,18.409009009009008,0,1187.0,0.0,0.0,0.333,1,conventional,,
p2062,nSE,12.004273504273504,0,120.0,0.0,0.0,0.6,1,other_res,,
p2069,n5574,155.94503097950414,0,334.0,0.0,0.0,0.605,1,conventional,,
p2070,n5574,155.97533400980717,0,334.0,0.0,0.0,0.605,1,conventional,,
p2071,n5574,156.0056370401102,0,328.0,0.0,0.0,0.605,1,conventional,,
p2079,n5572,79.61119633485448,0,448.0,0.0,0.0,0.605,1,conventional,,
p2080,n5574,18.42150900900901,0,473.0,0.0,0.0,0.333,1,conventional,,
p2081,n5574,18.43400900900901,0,638.0,0.0,0.0,0.333,1,conventional,,
p2082,n5574,18.44650900900901,0,1400.0,0.0,0.0,0.333,1,conventional,,
p2086,n5574,18.45900900900901,0,865.0,0.0,0.0,0.333,1,conventional,,
p2087,n5574,18.471509009009008,0,865.0,0.0,0.0,0.333,1,conventional,,
p2088,n5574,18.48400900900901,0,1062.0,0.0,0.0,0.333,1,conventional,,
p2089,n5574,18.49650900900901,0,938.0,0.0,0.0,0.333,1,conventional,,
p2091,n5574,79.62206590007187,0,260.0,0.0,0.0,0.605,1,conventional,,
p2094,n5574,156.03594007041323,0,260.0,0.0,0.0,0.605,1,conventional,,
p2095,n5574,156.06624310071626,0,260.0,0.0,0.0,0.605,1,conventional,,
p2103,nSE,8.172972972972973,0,190.0,0.0,0.0,1.0,1,conventional,,
p2104,nSE,55.57482490796536,0,130.0,0.0,0.0,0.462,1,conventional,,
p2107,nAT,93.79886760572224,0,1272.0,0.0,0.0,0.4919499999999992,1,conventional,,
p2108,nAT,98.30907872401058,0,347.0,0.0,0.0,0.4635499999999988,1,conventional,,
p2109,nAT,92.65508022776297,0,832.0,0.0,0.0,0.4990499999999986,1,conventional,,
p2110,nAT,59.97160179641028,0,246.0,0.0,0.0,0.3899999999999997,1,conventional,,
p2111,nAT,99.05303518819892,0,800.0,0.0,0.0,0.4599999999999991,1,conventional,,
p2112,nAT,22.746753246753244,0,704.0,0.0,0.0,0.33,1,conventional,,
p2113,nAT,137.76982955410128,0,150.0,0.0,0.0,0.3108999999999993,1,conventional,,
p2114,nAT,94.2243534687144,0,400.0,0.0,0.0,0.4883999999999986,1,conventional,,
p2115,n3348,60.09853465889596,0,168.0,0.0,0.0,0.3925,1,conventional,,
p2116,n3348,63.84168262571433,0,55.0,0.0,0.0,0.3499999999999996,1,conventional,,
p2117,nAT,123.10965833818996,0,217.0,0.0,0.0,0.3534999999999986,1,conventional,,
p2118,nAT,103.834112297817,0,172.0,0.0,0.0,0.4351499999999992,1,conventional,,
p2119,n3348,98.50907872401058,0,83.66,0.0,0.0,0.4635499999999988,1,conventional,,
p2120,n3348,115.92638416559952,0,13.5,0.0,0.0,0.3784,1,conventional,,
p2121,nAT,22.754689754689757,0,48.0,0.0,0.0,0.33,1,conventional,,
p2122,nAT,99.19589233105609,0,47.0,0.0,0.0,0.4599999999999991,1,conventional,,
p2275,n5525,12.006410256410255,0,70.0,0.0,0.0,0.6,1,other_res,,
p2276,n5525,22.76262626262626,0,265.0,0.0,0.0,0.33,1,conventional,,
p2277,n5525,22.77056277056277,0,140.0,0.0,0.0,0.33,1,conventional,,
p2278,n5525,22.778499278499275,0,265.0,0.0,0.0,0.33,1,conventional,,
p2279,n5525,22.786435786435785,0,545.0,0.0,0.0,0.33,1,conventional,,
p2280,n5606,22.79437229437229,0,400.0,0.0,0.0,0.33,1,conventional,,
p2281,nDK,59.131905918882005,0,410.0,0.0,0.0,0.4024999999999998,1,conventional,,
p2282,nDK,12.008547008547009,0,35.0,0.0,0.0,0.6,1,other_res,,
p2283,n5525,109.10275228094682,0,75.0,0.0,0.0,0.4067499999999988,1,conventional,,
p2284,n5525,96.75163326878976,0,25.0,0.0,0.0,0.4741999999999988,1,conventional,,
p2285,nDK,12.010683760683762,0,90.0,0.0,0.0,0.6,1,other_res,,
p2286,n5525,156.0965461310193,0,260.0,0.0,0.0,0.605,1,conventional,,
p2287,n5525,156.12684916132233,0,260.0,0.0,0.0,0.605,1,conventional,,
p2288,n5525,156.15715219162536,0,20.0,0.0,0.0,0.605,1,conventional,,
p2289,n5525,156.1874552219284,0,125.0,0.0,0.0,0.605,1,conventional,,
p2290,n5525,22.8023088023088,0,70.0,0.0,0.0,0.33,1,conventional,,
p2291,nDK,62.52444704228308,0,25.0,0.0,0.0,0.3650000000000002,1,conventional,,
p2292,nDK,57.32363461142858,0,410.0,0.0,0.0,0.4199999999999999,1,conventional,,
p2293,n5525,22.810245310245307,0,90.0,0.0,0.0,0.33,1,conventional,,
p2294,nDK,101.0374567808058,0,430.0,0.0,0.0,0.449349999999999,1,conventional,,
p2295,nDK,60.85911098155845,0,380.0,0.0,0.0,0.3849999999999998,1,conventional,,
p2296,nDK,60.30493512974361,0,15.0,0.0,0.0,0.3899999999999997,1,conventional,,
n4793_sun/solar rooftop,n4793,0.0,0,34.99616078,0.0,0.0,1.0,1,solar rooftop,,
n4798_sun/solar rooftop,n4798,0.0006854009595613,0,34.99616078,0.0,0.0,1.0,1,solar rooftop,,
n4799_sun/solar rooftop,n4799,0.0013708019191226,0,34.99616078,0.0,0.0,1.0,1,solar rooftop,,
n4800_sun/solar rooftop,n4800,0.002056202878684,0,34.99616078,0.0,0.0,1.0,1,solar rooftop,,
nLU_sun/solar rooftop,nLU,0.0027416038382453,0,34.99616078,0.0,0.0,1.0,1,solar rooftop,,
n4793_sun/solar park,n4793,0.0034270047978067,0,14.99835462,0.0,0.0,1.0,1,solar park,,
n4798_sun/solar park,n4798,0.004112405757368,0,14.99835462,0.0,0.0,1.0,1,solar park,,
n4799_sun/solar park,n4799,0.0047978067169294,0,14.99835462,0.0,0.0,1.0,1,solar park,,
n4800_sun/solar park,n4800,0.0054832076764907,0,14.99835462,0.0,0.0,1.0,1,solar park,,
nLU_sun/solar park,nLU,0.006168608636052,0,14.99835462,0.0,0.0,1.0,1,solar park,,
n4793_wind/wind onshore,n4793,1.0,0,50.0000794,0.0,0.0,1.0,1,wind onshore,,
n4798_wind/wind onshore,n4798,1.0005117707267144,0,50.0000794,0.0,0.0,1.0,1,wind onshore,,
n4799_wind/wind onshore,n4799,1.0010235414534288,0,50.0000794,0.0,0.0,1.0,1,wind onshore,,
n4800_wind/wind onshore,n4800,1.0015353121801434,0,50.0000794,0.0,0.0,1.0,1,wind onshore,,
nLU_wind/wind onshore,nLU,1.0020470829068575,0,50.0000794,0.0,0.0,1.0,1,wind onshore,,
n5572_sun/solar rooftop,n5572,0.0068540095956134,0,92.06167326991115,0.0,0.0,1.0,1,solar rooftop,,
n5574_sun/solar rooftop,n5574,0.0075394105551747,0,729.4010473208716,0.0,0.0,1.0,1,solar rooftop,,
nSE_sun/solar rooftop,nSE,0.0082248115147361,0,700.9837490092169,0.0,0.0,1.0,1,solar rooftop,,
n5572_sun/solar park,n5572,0.0089102124742974,0,59.798630744691394,0.0,0.0,1.0,1,solar park,,
n5574_sun/solar park,n5574,0.0095956134338588,0,392.97089646947336,0.0,0.0,1.0,1,solar park,,
nSE_sun/solar park,nSE,0.0102810143934201,0,199.70753118583517,0.0,0.0,1.0,1,solar park,,
n5572_wind/wind onshore,n5572,1.002558853633572,0,2488.038674652853,0.0,0.0,1.0,1,wind onshore,,
n5574_wind/wind onshore,n5574,1.0030706243602865,0,20327.59666450576,0.0,0.0,1.0,1,wind onshore,,
nSE_wind/wind onshore,nSE,1.003582395087001,0,21863.468190841384,0.0,0.0,1.0,1,wind onshore,,
n3348_sun/solar rooftop,n3348,0.0109664153529814,0,438.7623486398375,0.0,0.0,1.0,1,solar rooftop,,
n3512_sun/solar rooftop,n3512,0.0116518163125428,0,158.94821087421442,0.0,0.0,1.0,1,solar rooftop,,
n3520_sun/solar rooftop,n3520,0.0123372172721041,0,369.7859353458173,0.0,0.0,1.0,1,solar rooftop,,
nAT_sun/solar rooftop,nAT,0.0130226182316655,0,2969.9520026401306,0.0,0.0,1.0,1,solar rooftop,,
n3348_sun/solar park,n3348,0.0137080191912268,0,230.6112716187181,0.0,0.0,1.0,1,solar park,,
n3512_sun/solar park,n3512,0.0143934201507882,0,26.783553118523063,0.0,0.0,1.0,1,solar park,,
n3520_sun/solar park,n3520,0.0150788211103495,0,85.1394437012662,0.0,0.0,1.0,1,solar park,,
nAT_sun/solar park,nAT,0.0157642220699108,0,1344.943659061493,0.0,0.0,1.0,1,solar park,,
nAT_wind/wind onshore,nAT,1.0056294779938588,0,16344.633728033,0.0,0.0,1.0,1,wind onshore,,
n4813_sun/solar rooftop,n4813,0.0164496230294722,0,1043.097418857926,0.0,0.0,1.0,1,solar rooftop,,
nBE_sun/solar rooftop,nBE,0.0171350239890335,0,3376.0709795420757,0.0,0.0,1.0,1,solar rooftop,,
n4813_sun/solar park,n4813,0.0178204249485949,0,461.6031878351897,0.0,0.0,1.0,1,solar park,,
nBE_sun/solar park,nBE,0.0185058259081562,0,1432.3261257648112,0.0,0.0,1.0,1,solar park,,
n4813_wind/wind onshore,n4813,1.0061412487205732,0,588.254488383199,0.0,0.0,1.0,1,wind onshore,,
nBE_wind/wind onshore,nBE,1.0066530194472876,0,3534.254681616801,0.0,0.0,1.0,1,wind onshore,,
n4494_sun/solar rooftop,n4494,0.0191912268677176,0,529.7896285886084,0.0,0.0,1.0,1,solar rooftop,,
nCZ_sun/solar rooftop,nCZ,0.0198766278272789,0,2567.689668911391,0.0,0.0,1.0,1,solar rooftop,,
n4494_sun/solar park,n4494,0.0205620287868403,0,229.93214767381733,0.0,0.0,1.0,1,solar park,,
nCZ_sun/solar park,nCZ,0.0212474297464016,0,1097.5589798261826,0.0,0.0,1.0,1,solar park,,
n4494_wind/wind onshore,n4494,1.007164790174002,0,390.1495302711023,0.0,0.0,1.0,1,wind onshore,,
nCZ_wind/wind onshore,nCZ,1.0076765609007166,0,797.3585127288975,0.0,0.0,1.0,1,wind onshore,,
n4494_biomass/ccgt,n4494,12.012820512820513,0,704.74838423,0.0,0.0,0.6,1,other_res,,
nCZ_biomass/ccgt,nCZ,12.014957264957266,0,777.4646157999999,0.0,0.0,0.6,1,other_res,,
n5525_sun/solar rooftop,n5525,0.0219328307059629,0,940.1422109869392,0.0,0.0,1.0,1,solar rooftop,,
n5606_sun/solar rooftop,n5606,0.0226182316655243,0,393.4569583402798,0.0,0.0,1.0,1,solar rooftop,,
nDK_sun/solar rooftop,nDK,0.0233036326250856,0,1237.9926940727812,0.0,0.0,1.0,1,solar rooftop,,
n5525_sun/solar park,n5525,0.023989033584647,0,255.44199328697292,0.0,0.0,1.0,1,solar park,,
n5606_sun/solar park,n5606,0.0246744345442083,0,235.2446312533704,0.0,0.0,1.0,1,solar park,,
nDK_sun/solar park,nDK,0.0253598355037697,0,611.4241740596568,0.0,0.0,1.0,1,solar park,,
n5525_wind/wind onshore,n5525,1.008188331627431,0,606.5970489530179,0.0,0.0,1.0,1,wind onshore,,
n5606_wind/wind onshore,n5606,1.008700102354145,0,1405.049443858199,0.0,0.0,1.0,1,wind onshore,,
nDK_wind/wind onshore,nDK,1.0092118730808597,0,4983.356973188782,0.0,0.0,1.0,1,wind onshore,,
n3581_sun/solar rooftop,n3581,0.026045236463331,0,3785.191289324811,0.0,0.0,1.0,1,solar rooftop,,
n3587_sun/solar rooftop,n3587,0.0267306374228923,0,496.21961005593135,0.0,0.0,1.0,1,solar rooftop,,
n3610_sun/solar rooftop,n3610,0.0274160383824537,0,102.00025965425408,0.0,0.0,1.0,1,solar rooftop,,
n4825_sun/solar rooftop,n4825,0.028101439342015,0,2659.577397584156,0.0,0.0,1.0,1,solar rooftop,,
n4826_sun/solar rooftop,n4826,0.0287868403015764,0,204.41223254133055,0.0,0.0,1.0,1,solar rooftop,,
nFR_sun/solar rooftop,nFR,0.0294722412611377,0,20227.36261083952,0.0,0.0,1.0,1,solar rooftop,,
n3581_sun/solar park,n3581,0.0301576422206991,0,648.6700528656477,0.0,0.0,1.0,1,solar park,,
n3587_sun/solar park,n3587,0.0308430431802604,0,106.21861900979692,0.0,0.0,1.0,1,solar park,,
n3610_sun/solar park,n3610,0.0315284441398217,0,17.283671427836968,0.0,0.0,1.0,1,solar park,,
n4825_sun/solar park,n4825,0.0322138450993831,0,1894.055633458891,0.0,0.0,1.0,1,solar park,,
n4826_sun/solar park,n4826,0.0328992460589444,0,74.40106250035242,0.0,0.0,1.0,1,solar park,,
nFR_sun/solar park,nFR,0.0335846470185058,0,9034.26956073748,0.0,0.0,1.0,1,solar park,,
n3581_wind/wind onshore,n3581,1.0097236438075743,0,507.9180718607263,0.0,0.0,1.0,1,wind onshore,,
n3587_wind/wind onshore,n3587,1.010235414534289,0,104.8750496596705,0.0,0.0,1.0,1,wind onshore,,
n4825_wind/wind onshore,n4825,1.0112589559877174,0,6017.367092573056,0.0,0.0,1.0,1,wind onshore,,
n4826_wind/wind onshore,n4826,1.011770726714432,0,163.27880379459538,0.0,0.0,1.0,1,wind onshore,,
nFR_wind/wind onshore,nFR,1.0122824974411464,0,39989.90733051267,0.0,0.0,1.0,1,wind onshore,,
n3581_biomass/ccgt,n3581,12.017094017094015,0,89.98723333333334,0.0,0.0,0.6,1,other_res,,
n3587_biomass/ccgt,n3587,12.01923076923077,0,3.1133333333333333,0.0,0.0,0.6,1,other_res,,
n3610_biomass/ccgt,n3610,12.02136752136752,0,2.513333333333333,0.0,0.0,0.6,1,other_res,,
n4825_biomass/ccgt,n4825,12.023504273504274,0,111.04965,0.0,0.0,0.6,1,other_res,,
n4826_biomass/ccgt,n4826,12.025641025641026,0,3.918,0.0,0.0,0.6,1,other_res,,
nFR_biomass/ccgt,nFR,12.02777777777778,0,623.7438999999999,0.0,0.0,0.6,1,other_res,,
n3587_sun/geothermal,n3587,0.0342700479780671,0,1.85,0.0,0.0,1.0,1,other_res,,
n3303_sun/solar rooftop,n3303,0.0349554489376285,0,165.55094924843002,0.0,0.0,1.0,1,solar rooftop,,
n3304_sun/solar rooftop,n3304,0.0356408498971898,0,585.5817528063156,0.0,0.0,1.0,1,solar rooftop,,
n3305_sun/solar rooftop,n3305,0.0363262508567512,0,203.9410352837655,0.0,0.0,1.0,1,solar rooftop,,
n3306_sun/solar rooftop,n3306,0.0370116518163125,0,69.61908007540897,0.0,0.0,1.0,1,solar rooftop,,
n3307_sun/solar rooftop,n3307,0.0376970527758738,0,226.86102371243837,0.0,0.0,1.0,1,solar rooftop,,
n3308_sun/solar rooftop,n3308,0.0383824537354352,0,202.44768821585564,0.0,0.0,1.0,1,solar rooftop,,
n3309_sun/solar rooftop,n3309,0.0390678546949965,0,69.61908007540897,0.0,0.0,1.0,1,solar rooftop,,
n3310_sun/solar rooftop,n3310,0.0397532556545579,0,55.332284771791166,0.0,0.0,1.0,1,solar rooftop,,
n3311_sun/solar rooftop,n3311,0.0404386566141192,0,291.9500705896709,0.0,0.0,1.0,1,solar rooftop,,
n3312_sun/solar rooftop,n3312,0.0411240575736806,0,86.34597393726726,0.0,0.0,1.0,1,solar rooftop,,
n3313_sun/solar rooftop,n3313,0.0418094585332419,0,86.34597393726726,0.0,0.0,1.0,1,solar rooftop,,
n3314_sun/solar rooftop,n3314,0.0424948594928032,0,882.932912955207,0.0,0.0,1.0,1,solar rooftop,,
n3315_sun/solar rooftop,n3315,0.0431802604523646,0,179.05663206486796,0.0,0.0,1.0,1,solar rooftop,,
n3316_sun/solar rooftop,n3316,0.0438656614119259,0,156.39019479089035,0.0,0.0,1.0,1,solar rooftop,,
n3317_sun/solar rooftop,n3317,0.0445510623714873,0,309.5267753539888,0.0,0.0,1.0,1,solar rooftop,,
n3318_sun/solar rooftop,n3318,0.0452364633310486,0,693.0122481881365,0.0,0.0,1.0,1,solar rooftop,,
n3319_sun/solar rooftop,n3319,0.04592186429061,0,120.05009251375674,0.0,0.0,1.0,1,solar rooftop,,
n3320_sun/solar rooftop,n3320,0.0466072652501713,0,230.39047434480997,0.0,0.0,1.0,1,solar rooftop,,
